0,4,4,5,12,2,[120, 84],0.001,0.9,0.014529,0.352180,0.369683,0.464800,
1,4,4,5,12,2,[120, 84],0.001,0.9,0.012291,0.529900,0.316104,0.555000,
0,4,4,5,12,2,[80, 84],0.001,0.9,0.018802,0.262000,0.448616,0.401600,
1,4,4,5,12,2,[80, 84],0.001,0.9,0.013099,0.484480,0.326375,0.530100,
0,4,4,5,16,2,[120, 84],0.001,0.9,0.015597,0.318400,0.389528,0.455000,
1,4,4,5,16,2,[120, 84],0.001,0.9,0.013093,0.489960,0.311103,0.561100,
0,4,4,5,16,2,[80, 84],0.001,0.9,0.014670,0.350620,0.352904,0.483300,
1,4,4,5,16,2,[80, 84],0.001,0.9,0.012500,0.522840,0.303203,0.560000,
0,4,4,5,32,2,[120, 84],0.001,0.9,0.013863,0.330520,0.354099,0.491100,
1,4,4,5,32,2,[120, 84],0.001,0.9,0.011298,0.559360,0.283005,0.599100,
0,4,4,5,32,2,[80, 84],0.001,0.9,0.013887,0.366580,0.331239,0.517200,
1,4,4,5,32,2,[80, 84],0.001,0.9,0.011375,0.563880,0.288922,0.597100,
0,4,4,6,12,2,[120, 84],0.001,0.9,0.014571,0.317180,0.356710,0.490400,
1,4,4,6,12,2,[120, 84],0.001,0.9,0.012571,0.514720,0.317065,0.547000,
0,4,4,6,12,2,[80, 84],0.001,0.9,0.016445,0.324920,0.427754,0.404400,
1,4,4,6,12,2,[80, 84],0.001,0.9,0.014445,0.476600,0.319890,0.564400,
0,4,4,6,16,2,[120, 84],0.001,0.9,0.016212,0.295080,0.394190,0.447600,
1,4,4,6,16,2,[120, 84],0.001,0.9,0.012076,0.491100,0.327299,0.547500,
0,4,4,6,16,2,[80, 84],0.001,0.9,0.015770,0.298020,0.370131,0.461900,
1,4,4,6,16,2,[80, 84],0.001,0.9,0.012322,0.528480,0.291440,0.588400,
0,4,4,6,32,2,[120, 84],0.001,0.9,0.014962,0.363320,0.367562,0.495500,
1,4,4,6,32,2,[120, 84],0.001,0.9,0.013219,0.524300,0.313577,0.566100,
0,4,4,6,32,2,[80, 84],0.001,0.9,0.012974,0.407180,0.314701,0.541200,
1,4,4,6,32,2,[80, 84],0.001,0.9,0.010736,0.587520,0.278674,0.603900,
0,4,4,7,12,2,[120, 84],0.001,0.9,0.014913,0.295720,0.365249,0.466200,
1,4,4,7,12,2,[120, 84],0.001,0.9,0.012185,0.518960,0.308083,0.559800,
0,4,4,7,12,2,[80, 84],0.001,0.9,0.015849,0.330140,0.390990,0.464700,
1,4,4,7,12,2,[80, 84],0.001,0.9,0.012143,0.528960,0.306996,0.565100,
0,4,4,7,16,2,[120, 84],0.001,0.9,0.016511,0.278020,0.417339,0.424500,
1,4,4,7,16,2,[120, 84],0.001,0.9,0.011658,0.517640,0.299594,0.564700,
0,4,4,7,16,2,[80, 84],0.001,0.9,0.023026,0.099380,0.575650,0.099900,
1,4,4,7,16,2,[80, 84],0.001,0.9,0.018443,0.226900,0.461808,0.356100,
0,4,4,7,32,2,[120, 84],0.001,0.9,0.013642,0.363300,0.329636,0.533700,
1,4,4,7,32,2,[120, 84],0.001,0.9,0.010999,0.585700,0.276228,0.612100,
0,4,4,7,32,2,[80, 84],0.001,0.9,0.016542,0.333600,0.398474,0.440500,
1,4,4,7,32,2,[80, 84],0.001,0.9,0.012962,0.522060,0.322653,0.571800,
0,5,4,5,12,2,[120, 84],0.001,0.9,0.014454,0.355160,0.356607,0.479700,
1,5,4,5,12,2,[120, 84],0.001,0.9,0.012443,0.519760,0.311999,0.554500,
0,5,4,5,12,2,[80, 84],0.001,0.9,0.019895,0.289820,0.486340,0.349300,
1,5,4,5,12,2,[80, 84],0.001,0.9,0.013430,0.450940,0.316190,0.548200,
0,5,4,5,16,2,[120, 84],0.001,0.9,0.019337,0.189860,0.481410,0.327000,
1,5,4,5,16,2,[120, 84],0.001,0.9,0.016402,0.378620,0.408862,0.440200,
0,5,4,5,16,2,[80, 84],0.001,0.9,0.017815,0.280240,0.433147,0.424800,
1,5,4,5,16,2,[80, 84],0.001,0.9,0.012703,0.490080,0.326681,0.527200,
0,5,4,5,32,2,[120, 84],0.001,0.9,0.017636,0.307360,0.441510,0.415100,
1,5,4,5,32,2,[120, 84],0.001,0.9,0.014403,0.468680,0.359617,0.508800,
0,5,4,5,32,2,[80, 84],0.001,0.9,0.016012,0.299240,0.396351,0.454500,
1,5,4,5,32,2,[80, 84],0.001,0.9,0.011409,0.540820,0.296750,0.579100,
0,5,4,6,12,2,[120, 84],0.001,0.9,0.014799,0.319760,0.367959,0.461300,
1,5,4,6,12,2,[120, 84],0.001,0.9,0.012753,0.509700,0.307432,0.564100,
0,5,4,6,12,2,[80, 84],0.001,0.9,0.016190,0.314120,0.400732,0.434900,
1,5,4,6,12,2,[80, 84],0.001,0.9,0.012749,0.497440,0.308847,0.564800,
0,5,4,6,16,2,[120, 84],0.001,0.9,0.013672,0.392100,0.334306,0.523100,
1,5,4,6,16,2,[120, 84],0.001,0.9,0.011499,0.556580,0.292268,0.585900,
0,5,4,6,16,2,[80, 84],0.001,0.9,0.016378,0.302780,0.408584,0.424500,
1,5,4,6,16,2,[80, 84],0.001,0.9,0.013904,0.488080,0.357422,0.499400,
0,5,4,6,32,2,[120, 84],0.001,0.9,0.013953,0.373560,0.325307,0.530100,
1,5,4,6,32,2,[120, 84],0.001,0.9,0.011511,0.566700,0.277094,0.609900,
0,5,4,6,32,2,[80, 84],0.001,0.9,0.015237,0.365000,0.369994,0.476600,
1,5,4,6,32,2,[80, 84],0.001,0.9,0.011527,0.559820,0.290055,0.591000,
0,5,4,7,12,2,[120, 84],0.001,0.9,0.016545,0.285620,0.394936,0.442200,
1,5,4,7,12,2,[120, 84],0.001,0.9,0.012275,0.502860,0.305823,0.567500,
0,5,4,7,12,2,[80, 84],0.001,0.9,0.013850,0.365500,0.344324,0.506300,
1,5,4,7,12,2,[80, 84],0.001,0.9,0.012005,0.544360,0.287371,0.596500,
0,5,4,7,16,2,[120, 84],0.001,0.9,0.013621,0.388000,0.345255,0.509100,
1,5,4,7,16,2,[120, 84],0.001,0.9,0.011902,0.558980,0.293968,0.578500,
0,5,4,7,16,2,[80, 84],0.001,0.9,0.013687,0.353520,0.340845,0.512500,
1,5,4,7,16,2,[80, 84],0.001,0.9,0.011595,0.550740,0.277112,0.609700,
0,5,4,7,32,2,[120, 84],0.001,0.9,0.013510,0.391300,0.334423,0.523000,
1,5,4,7,32,2,[120, 84],0.001,0.9,0.011365,0.578020,0.289844,0.588700,
0,5,4,7,32,2,[80, 84],0.001,0.9,0.013257,0.401940,0.331692,0.528400,
1,5,4,7,32,2,[80, 84],0.001,0.9,0.010784,0.586540,0.258197,0.638000,
